image,num_candidate_components,pseudo_mask_coverage,pseudo_mask_max
448_right,12,0.002315521240234375,1.0
483_left,12,0.00290679931640625,1.0
483_right,12,0.003780364990234375,1.0
531_left,12,0.002727508544921875,1.0
531_right,12,0.002689361572265625,1.0
557_left,12,0.00315093994140625,1.0
557_right,12,0.00197601318359375,1.0
563_left,12,0.002979278564453125,1.0
563_right,12,0.0018310546875,1.0
596_left,12,0.0037078857421875,1.0
596_right,12,0.0040740966796875,1.0
604_left,12,0.00264739990234375,1.0
604_right,12,0.0016021728515625,1.0
615_left,12,0.001300811767578125,1.0
615_right,12,0.00431060791015625,1.0
642_left,12,0.002826690673828125,1.0
642_right,12,0.0023651123046875,1.0
645_left,12,0.003467559814453125,1.0
645_right,12,0.00214385986328125,1.0
660_left,12,0.00336456298828125,1.0
660_right,12,0.005062103271484375,1.0
670_left,12,0.00165557861328125,1.0
670_right,12,0.0038299560546875,1.0
673_left,12,0.003849029541015625,1.0
673_right,12,0.003215789794921875,1.0
686_left,12,0.0003662109375,0.83984375
686_right,12,0.00383758544921875,1.0
703_left,12,0.002025604248046875,1.0
703_right,12,0.001861572265625,1.0
723_left,12,0.003143310546875,1.0
723_right,12,0.004093170166015625,1.0
731_left,12,0.001499176025390625,1.0
731_right,12,0.003814697265625,1.0
732_left,12,0.00279998779296875,1.0
732_right,12,0.00400543212890625,1.0
766_left,12,0.000713348388671875,1.0
766_right,12,0.001995086669921875,1.0
773_left,12,0.00357818603515625,1.0
773_right,12,0.00292205810546875,1.0
800_left,12,0.003509521484375,1.0
800_right,12,0.00543975830078125,1.0
803_left,12,0.00289154052734375,1.0
803_right,12,0.002239227294921875,1.0
812_left,12,0.00292205810546875,1.0
812_right,12,0.00391387939453125,1.0
820_left,12,0.001979827880859375,1.0
820_right,12,0.00373077392578125,1.0
842_left,12,0.001651763916015625,1.0
842_right,12,0.000606536865234375,1.0
844_left,12,0.002033233642578125,1.0
844_right,12,0.00246429443359375,1.0
862_left,12,0.002239227294921875,1.0
862_right,12,0.0023345947265625,1.0
878_left,12,0.0044097900390625,1.0
878_right,12,0.00112152099609375,1.0
886_left,12,0.003490447998046875,1.0
886_right,12,0.00260162353515625,1.0
909_left,12,0.003086090087890625,1.0
909_right,12,0.00507354736328125,1.0
921_left,12,0.003223419189453125,1.0
921_right,12,0.0033111572265625,1.0
931_left,12,0.0025634765625,1.0
931_right,12,0.002849578857421875,1.0
943_left,12,0.004566192626953125,1.0
943_right,12,0.00335693359375,1.0
968_left,12,0.0034332275390625,1.0
968_right,12,0.0011138916015625,1.0
977_left,12,0.005580902099609375,1.0
977_right,12,0.002300262451171875,1.0
986_left,12,0.00324249267578125,1.0
986_right,12,0.0027008056640625,1.0
1012_left,12,0.003307342529296875,1.0
1012_right,12,0.0018157958984375,1.0
1021_left,12,0.001056671142578125,1.0
1021_right,12,0.003204345703125,1.0
1035_left,12,0.00260162353515625,1.0
1035_right,12,0.002094268798828125,1.0
1044_left,12,0.0054473876953125,1.0
1044_right,12,0.001277923583984375,1.0
1055_left,12,0.00244140625,1.0
1055_right,12,0.003963470458984375,1.0
1057_left,12,0.002635955810546875,1.0
1057_right,12,0.003021240234375,1.0
1070_left,12,0.001453399658203125,1.0
1070_right,12,0.004123687744140625,1.0
1098_left,12,0.003437042236328125,1.0
1098_right,12,0.00435638427734375,1.0
1140_left,12,0.00284576416015625,1.0
1140_right,12,0.0034027099609375,1.0
1145_left,12,0.00482940673828125,1.0
1145_right,12,0.00433349609375,1.0
1177_left,12,0.00220489501953125,1.0
1177_right,12,0.00240325927734375,1.0
1179_left,12,0.00302886962890625,1.0
1179_right,12,0.00293731689453125,1.0
1212_left,12,0.00301361083984375,1.0
1212_right,12,0.001842498779296875,1.0
1226_left,12,0.00146484375,1.0
1226_right,12,0.00160980224609375,1.0
1242_left,12,0.003055572509765625,1.0
1242_right,12,0.00421142578125,1.0
1269_left,12,0.003662109375,1.0
1269_right,12,0.003875732421875,1.0
1318_left,12,0.004985809326171875,1.0
1318_right,12,0.00244903564453125,1.0
1350_left,12,0.00225830078125,1.0
1350_right,12,0.001270294189453125,1.0
1363_left,12,0.001979827880859375,1.0
1363_right,12,0.001415252685546875,1.0
1388_left,12,0.00409698486328125,1.0
1388_right,12,0.003108978271484375,1.0
1393_left,12,0.0018310546875,1.0
1393_right,12,0.00234222412109375,1.0
1432_left,12,0.004009246826171875,1.0
1432_right,12,0.003253936767578125,1.0
1444_left,12,0.0037689208984375,1.0
1444_right,12,0.002788543701171875,1.0
1454_left,12,0.002017974853515625,1.0
1454_right,12,0.00286102294921875,1.0
1487_left,12,0.00434112548828125,1.0
1487_right,12,0.00206756591796875,1.0
1495_left,12,0.002941131591796875,1.0
1495_right,12,0.00431060791015625,1.0
1496_left,12,0.00283050537109375,1.0
1496_right,12,0.001110076904296875,1.0
1499_left,7,0.00090789794921875,1.0
1499_right,12,0.000759124755859375,0.890625
1500_left,12,0.002498626708984375,1.0
1500_right,12,0.00342559814453125,1.0
1513_left,12,0.003818511962890625,1.0
1513_right,12,0.002407073974609375,1.0
1516_left,12,0.001712799072265625,1.0
1516_right,12,0.00146484375,1.0
1550_left,12,0.00232696533203125,1.0
1550_right,12,0.003265380859375,1.0
1579_left,12,0.002452850341796875,1.0
1579_right,12,0.001232147216796875,1.0
1586_left,12,0.00397491455078125,1.0
1586_right,12,0.00402069091796875,1.0
1609_left,12,0.003803253173828125,1.0
1609_right,12,0.0014495849609375,1.0
1614_left,12,0.002410888671875,1.0
1614_right,12,0.00170135498046875,1.0
1634_left,12,0.00388336181640625,1.0
1634_right,12,0.0037841796875,1.0
1669_left,12,0.003841400146484375,1.0
1669_right,12,0.00223541259765625,1.0
1673_left,12,0.00319671630859375,1.0
1673_right,12,0.00223541259765625,1.0
1689_left,12,0.003643035888671875,1.0
1689_right,12,0.001552581787109375,1.0
1736_left,12,0.0029144287109375,1.0
1736_right,12,0.002086639404296875,1.0
1751_left,12,0.00368499755859375,1.0
1751_right,12,0.00420379638671875,1.0
1765_left,12,0.00264739990234375,1.0
1765_right,12,0.0018768310546875,1.0
1839_left,12,0.00585174560546875,1.0
1839_right,12,0.003177642822265625,1.0
1869_left,12,0.003269195556640625,1.0
1869_right,12,0.003383636474609375,1.0
1889_left,12,0.00089263916015625,1.0
1889_right,12,0.0012054443359375,1.0
1910_left,12,0.002300262451171875,1.0
1910_right,12,0.00110626220703125,1.0
1914_left,12,0.004047393798828125,1.0
1914_right,12,0.0041656494140625,1.0
1916_left,12,0.00234222412109375,1.0
1916_right,12,0.0025177001953125,1.0
1947_left,12,0.003322601318359375,1.0
1947_right,12,0.004138946533203125,1.0
1967_left,12,0.005336761474609375,1.0
1967_right,12,0.00341033935546875,1.0
2078_left,12,0.0014495849609375,1.0
2078_right,12,0.005260467529296875,1.0
2094_left,12,0.00455474853515625,1.0
2094_right,12,0.00310516357421875,1.0
2106_left,12,0.0016326904296875,1.0
2106_right,12,0.002269744873046875,1.0
2133_left,12,0.003620147705078125,1.0
2133_right,12,0.002696990966796875,1.0
2144_left,12,0.004608154296875,1.0
2144_right,12,0.00359344482421875,1.0
2157_left,12,0.004547119140625,1.0
2157_right,12,0.001117706298828125,1.0
2163_left,12,0.0016632080078125,1.0
2163_right,12,0.001384735107421875,1.0
2188_left,12,0.005794525146484375,1.0
2188_right,12,0.003589630126953125,1.0
2222_left,12,0.002376556396484375,1.0
2222_right,12,0.003986358642578125,1.0
2243_left,12,0.004425048828125,1.0
2243_right,12,0.002197265625,1.0
2286_left,12,0.003894805908203125,1.0
2286_right,12,0.00258636474609375,1.0
2290_left,12,0.00311279296875,1.0
2290_right,12,0.00228118896484375,1.0
2296_left,12,0.003704071044921875,1.0
2296_right,12,0.002590179443359375,1.0
2323_left,12,0.002521514892578125,1.0
2323_right,12,0.003875732421875,1.0
2334_left,12,0.002803802490234375,1.0
2334_right,12,0.003856658935546875,1.0
2337_left,12,0.004863739013671875,1.0
2337_right,12,0.003803253173828125,1.0
2339_left,12,0.00362396240234375,1.0
2339_right,12,0.00171661376953125,1.0
2358_left,12,0.002773284912109375,1.0
2358_right,12,0.001750946044921875,1.0
2361_left,12,0.000751495361328125,1.0
2361_right,12,0.00296783447265625,1.0
2363_left,12,0.002391815185546875,1.0
2363_right,12,0.00516510009765625,1.0
2379_left,12,0.00301361083984375,1.0
2379_right,12,0.00235748291015625,1.0
2399_left,12,0.002902984619140625,1.0
2399_right,12,0.002040863037109375,1.0
2436_left,12,0.003143310546875,1.0
2436_right,12,0.001903533935546875,1.0
2447_left,12,0.004413604736328125,1.0
2447_right,12,0.00081634521484375,1.0
2458_left,12,0.00405120849609375,1.0
2458_right,12,0.00234222412109375,1.0
2503_left,12,0.00250244140625,1.0
2503_right,12,0.002452850341796875,1.0
2508_left,12,0.001880645751953125,1.0
2508_right,12,0.0030517578125,1.0
2515_left,12,0.00496673583984375,1.0
2515_right,12,0.001186370849609375,1.0
2529_left,12,0.00319671630859375,1.0
2529_right,12,0.0064697265625,1.0
2530_left,12,0.00341033935546875,1.0
2530_right,12,0.002574920654296875,1.0
2541_left,12,0.0067138671875,1.0
2541_right,12,0.0059814453125,1.0
2544_left,12,0.002605438232421875,1.0
2544_right,12,0.0032196044921875,1.0
2561_left,12,0.00238800048828125,1.0
2561_right,12,0.001377105712890625,1.0
2566_left,12,0.00103759765625,1.0
2566_right,12,0.003429412841796875,1.0
2599_left,12,0.002960205078125,1.0
2599_right,12,0.00312042236328125,1.0
2623_left,12,0.002178192138671875,1.0
2623_right,12,0.005565643310546875,1.0
2630_left,12,0.00537872314453125,1.0
2630_right,12,0.004932403564453125,1.0
2633_left,12,0.00232696533203125,1.0
2633_right,12,0.003101348876953125,1.0
2643_left,12,0.00278472900390625,1.0
2643_right,12,0.00199127197265625,1.0
2666_left,12,0.00267791748046875,1.0
2666_right,12,0.00356292724609375,1.0
2670_left,12,0.00640106201171875,1.0
2670_right,12,0.003124237060546875,1.0
2677_left,12,0.00274658203125,1.0
2677_right,12,0.00228118896484375,1.0
2702_left,12,0.0023193359375,1.0
2702_right,12,0.002960205078125,1.0
2729_left,12,0.006305694580078125,1.0
2729_right,12,0.004116058349609375,1.0
2734_left,12,0.00662994384765625,1.0
2734_right,12,0.003322601318359375,1.0
2756_left,12,0.005035400390625,1.0
2756_right,12,0.004619598388671875,1.0
2814_left,12,0.00301361083984375,1.0
2814_right,12,0.004802703857421875,1.0
2824_left,12,0.003276824951171875,1.0
2824_right,12,0.00351715087890625,1.0
2838_left,12,0.002838134765625,1.0
2838_right,12,0.005039215087890625,1.0
2844_left,12,0.004184722900390625,1.0
2844_right,12,0.0023193359375,1.0
2869_left,12,0.003520965576171875,1.0
2869_right,12,0.00319671630859375,1.0
2872_left,12,0.002811431884765625,1.0
2872_right,12,0.0036773681640625,1.0
2877_left,12,0.003177642822265625,1.0
2877_right,12,0.00384521484375,1.0
2881_left,12,0.00103759765625,1.0
2881_right,12,0.002658843994140625,1.0
2887_left,12,0.003997802734375,1.0
2887_right,12,0.003314971923828125,1.0
2888_left,12,0.00052642822265625,1.0
2888_right,12,0.0021209716796875,1.0
2910_left,12,0.003452301025390625,1.0
2910_right,12,0.002918243408203125,1.0
2952_left,12,0.002826690673828125,1.0
2952_right,12,0.002346038818359375,1.0
2962_left,12,0.002826690673828125,1.0
2962_right,12,0.002948760986328125,1.0
2966_left,12,0.002155303955078125,1.0
2966_right,12,0.00342559814453125,1.0
2992_left,12,0.00452423095703125,1.0
2992_right,12,0.002902984619140625,1.0
3022_left,12,0.00313568115234375,1.0
3022_right,12,0.001949310302734375,1.0
3026_left,12,0.00289154052734375,1.0
3026_right,12,0.002475738525390625,1.0
3064_left,12,0.002735137939453125,1.0
3064_right,12,0.0064239501953125,1.0
3070_left,12,0.002655029296875,1.0
3070_right,12,0.004383087158203125,1.0
3072_left,12,0.005214691162109375,1.0
3072_right,12,0.0037841796875,1.0
3076_left,12,0.001354217529296875,1.0
3076_right,12,0.002834320068359375,1.0
3082_left,12,0.002834320068359375,1.0
3082_right,12,0.003047943115234375,1.0
3088_left,12,0.005893707275390625,1.0
3088_right,12,0.00252532958984375,1.0
3100_left,12,0.0020904541015625,1.0
3100_right,12,0.002349853515625,1.0
3121_left,12,0.004688262939453125,1.0
3121_right,12,0.00366973876953125,1.0
3139_left,12,0.002674102783203125,1.0
3139_right,12,0.002857208251953125,1.0
3148_left,12,0.001895904541015625,1.0
3148_right,12,0.002559661865234375,1.0
3149_left,12,0.00323486328125,1.0
3149_right,12,0.004199981689453125,1.0
3167_left,12,0.002040863037109375,1.0
3167_right,12,0.00258636474609375,1.0
3189_left,12,0.002773284912109375,1.0
3189_right,12,0.0041656494140625,1.0
3224_left,12,0.00382232666015625,1.0
3224_right,12,0.002735137939453125,1.0
3280_left,12,0.001720428466796875,1.0
3280_right,12,0.003368377685546875,1.0
3296_left,12,0.00244140625,1.0
3296_right,12,0.003589630126953125,1.0
3319_left,12,0.00188446044921875,1.0
3319_right,12,0.0022430419921875,1.0
3358_left,12,0.001995086669921875,1.0
3358_right,12,0.00270843505859375,1.0
3393_left,12,0.002536773681640625,1.0
3393_right,12,0.002086639404296875,1.0
3413_left,9,0.002414703369140625,1.0
3413_right,12,0.002147674560546875,1.0
3496_left,12,0.003276824951171875,1.0
3496_right,12,0.005001068115234375,1.0
3520_left,12,0.00138092041015625,1.0
3520_right,12,0.0040283203125,1.0
3562_left,12,0.00193023681640625,1.0
3562_right,12,0.00385284423828125,1.0
3575_left,12,0.0036468505859375,1.0
3575_right,12,0.002071380615234375,1.0
3600_left,12,0.003757476806640625,1.0
3600_right,12,0.0032806396484375,1.0
3639_left,12,0.002689361572265625,1.0
3639_right,12,0.00258636474609375,1.0
3650_left,12,0.0046844482421875,1.0
3650_right,12,0.00176239013671875,1.0
3651_left,12,0.002841949462890625,1.0
3651_right,12,0.000972747802734375,1.0
3671_left,12,0.0032958984375,1.0
3671_right,12,0.000858306884765625,1.0
3682_left,12,0.002101898193359375,1.0
3682_right,12,0.003551483154296875,1.0
3697_left,12,0.003040313720703125,1.0
3697_right,12,0.00383758544921875,1.0
3740_left,12,0.00278472900390625,1.0
3740_right,12,0.003475189208984375,1.0
3752_left,12,0.00186920166015625,1.0
3752_right,12,0.005462646484375,1.0
3754_left,12,0.00339508056640625,1.0
3754_right,12,0.004779815673828125,1.0
3758_left,12,0.002826690673828125,1.0
3758_right,12,0.00205230712890625,1.0
3767_left,12,0.002109527587890625,1.0
3767_right,12,0.00412750244140625,1.0
3769_left,12,0.003520965576171875,1.0
3769_right,12,0.00177001953125,1.0
3812_left,12,0.0013275146484375,1.0
3812_right,12,0.00279998779296875,1.0
3866_left,12,0.004070281982421875,1.0
3866_right,12,0.00372314453125,1.0
3873_left,12,0.00234222412109375,1.0
3873_right,12,0.00176239013671875,1.0
3889_left,12,0.00270843505859375,1.0
3889_right,12,0.00386810302734375,1.0
3895_left,12,0.003154754638671875,1.0
3895_right,12,0.003734588623046875,1.0
3896_left,12,0.00417327880859375,1.0
3896_right,12,0.0029449462890625,1.0
3908_left,12,0.004749298095703125,1.0
3908_right,12,0.002227783203125,1.0
3932_left,12,0.003299713134765625,1.0
3932_right,12,0.001285552978515625,1.0
3960_left,12,0.0025634765625,1.0
3960_right,12,0.002010345458984375,1.0
3993_left,12,0.0011749267578125,1.0
3993_right,12,0.002735137939453125,1.0
4003_left,12,0.002475738525390625,1.0
4003_right,12,0.001285552978515625,1.0
4005_left,12,0.00435638427734375,1.0
4005_right,12,0.0021209716796875,1.0
4049_left,12,0.003673553466796875,1.0
4049_right,12,0.004055023193359375,1.0
4058_left,12,0.00395965576171875,1.0
4058_right,12,0.003528594970703125,1.0
4060_left,12,0.002216339111328125,1.0
4060_right,12,0.0010833740234375,1.0
4069_left,12,0.002315521240234375,1.0
4069_right,12,0.0015716552734375,1.0
4077_left,12,0.00345611572265625,1.0
4077_right,12,0.003963470458984375,1.0
4086_left,12,0.004428863525390625,1.0
4086_right,12,0.00109100341796875,1.0
4095_left,12,0.00107574462890625,1.0
4095_right,12,0.00394439697265625,1.0
4123_left,12,0.003879547119140625,1.0
4123_right,12,0.00638580322265625,1.0
4129_left,12,0.0042877197265625,1.0
4129_right,12,0.00250244140625,1.0
4140_left,12,0.003753662109375,1.0
4140_right,12,0.00443267822265625,1.0
4158_left,12,0.003421783447265625,1.0
4158_right,12,0.003299713134765625,1.0
4181_left,12,0.001049041748046875,1.0
4181_right,12,0.00121307373046875,1.0
4184_left,12,0.0043182373046875,1.0
4184_right,12,0.0063018798828125,1.0
4244_left,12,0.00179290771484375,1.0
4244_right,12,0.00183868408203125,1.0
4249_left,12,0.002895355224609375,1.0
4249_right,12,0.003040313720703125,1.0
4257_left,12,0.005893707275390625,1.0
4257_right,12,0.001983642578125,1.0
4289_left,12,0.003162384033203125,1.0
4289_right,12,0.002925872802734375,1.0
4364_left,12,0.00313568115234375,1.0
4364_right,12,0.00336456298828125,1.0
4366_left,12,0.003963470458984375,1.0
4366_right,12,0.0048980712890625,1.0
4367_left,12,0.003238677978515625,1.0
4367_right,12,0.00252532958984375,1.0
4375_left,12,0.000682830810546875,1.0
4375_right,12,0.001247406005859375,1.0
4380_left,12,0.0051116943359375,1.0
4380_right,12,0.00203704833984375,1.0
4381_left,12,0.003570556640625,1.0
4381_right,12,0.002285003662109375,1.0
4391_left,12,0.002704620361328125,1.0
4391_right,12,0.002349853515625,1.0
4400_left,12,0.002960205078125,1.0
4400_right,12,0.003528594970703125,1.0
4484_left,12,0.004852294921875,1.0
4484_right,12,0.005695343017578125,1.0
4508_left,12,0.004425048828125,1.0
4508_right,12,0.00263214111328125,1.0
4526_left,12,0.0023345947265625,1.0
4526_right,12,0.0019989013671875,1.0
4567_left,12,0.001285552978515625,1.0
4567_right,12,0.005176544189453125,1.0
4568_left,12,0.0012359619140625,1.0
4568_right,12,0.002651214599609375,1.0
4571_left,12,0.00151824951171875,1.0
4571_right,12,0.00119781494140625,1.0
4581_left,12,0.00220489501953125,1.0
4581_right,12,0.00335693359375,1.0
4599_left,12,0.003780364990234375,1.0
4599_right,12,0.00463104248046875,1.0
4604_left,12,0.003582000732421875,1.0
4604_right,12,0.003387451171875,1.0
4624_left,12,0.002773284912109375,1.0
4624_right,12,0.0044403076171875,1.0
4657_left,12,0.004302978515625,1.0
4657_right,12,0.00368499755859375,1.0
4658_left,12,0.003360748291015625,1.0
4658_right,12,0.003063201904296875,1.0
4659_left,12,0.0032501220703125,1.0
4659_right,12,0.003192901611328125,1.0
4695_left,12,0.0009002685546875,1.0
4695_right,12,0.003055572509765625,1.0
4740_left,12,0.004177093505859375,1.0
4740_right,12,0.00348663330078125,1.0
4755_left,12,0.000823974609375,1.0
4755_right,12,0.0016632080078125,1.0
4757_left,12,0.003734588623046875,1.0
4757_right,12,0.00344085693359375,1.0
4769_left,12,0.0027008056640625,1.0
4769_right,12,0.00357818603515625,1.0
4780_left,12,0.003520965576171875,1.0
4780_right,12,0.00334930419921875,1.0
4804_left,12,0.00354766845703125,1.0
4804_right,12,0.00290679931640625,1.0
4856_left,12,0.001453399658203125,1.0
4856_right,12,0.0027008056640625,1.0
4869_left,12,0.00251007080078125,1.0
4869_right,12,0.0029449462890625,1.0
4884_left,12,0.000885009765625,1.0
4884_right,12,0.00299835205078125,1.0
4903_left,12,0.004150390625,1.0
4903_right,12,0.001911163330078125,1.0
4931_left,12,0.002666473388671875,1.0
4931_right,12,0.004146575927734375,1.0
4951_left,12,0.00197601318359375,1.0
4951_right,12,0.004360198974609375,1.0
4967_left,12,0.003063201904296875,1.0
4967_right,12,0.00133514404296875,1.0
4972_left,12,0.0019378662109375,1.0
4972_right,12,0.003582000732421875,1.0
4987_left,12,0.003620147705078125,1.0
4987_right,12,0.004055023193359375,1.0
4998_left,12,0.003597259521484375,1.0
4998_right,12,0.004364013671875,1.0
5009_left,12,0.004360198974609375,1.0
5009_right,12,0.00362396240234375,1.0
5018_left,12,0.003505706787109375,1.0
5018_right,12,0.00075531005859375,0.9453125
5039_left,12,0.003192901611328125,1.0
5039_right,12,0.0022430419921875,1.0
5047_left,12,0.003482818603515625,1.0
5047_right,12,0.002513885498046875,1.0
5063_left,12,0.002002716064453125,1.0
5063_right,12,0.00390625,1.0
5096_left,12,0.0043487548828125,1.0
5096_right,12,0.002544403076171875,1.0
5112_left,12,0.00261688232421875,1.0
5112_right,12,0.003162384033203125,1.0
5140_left,12,0.00200653076171875,1.0
5140_right,12,0.00225067138671875,1.0
5149_left,12,0.00234222412109375,1.0
5149_right,12,0.001705169677734375,1.0
5153_left,12,0.004032135009765625,1.0
5153_right,12,0.003185272216796875,1.0
5156_left,12,0.00376129150390625,1.0
5156_right,12,0.004009246826171875,1.0
5185_left,12,0.00344085693359375,1.0
5185_right,12,0.002269744873046875,1.0
5200_left,12,0.0018157958984375,1.0
5200_right,12,0.003177642822265625,1.0
5205_left,12,0.002407073974609375,1.0
5205_right,12,0.00255584716796875,1.0
5250_left,12,0.002105712890625,1.0
5250_right,12,0.005756378173828125,1.0
5255_left,12,0.00380706787109375,1.0
5255_right,12,0.003253936767578125,1.0
5257_left,12,0.00197601318359375,1.0
5257_right,12,0.002025604248046875,1.0
5274_left,12,0.002864837646484375,1.0
5274_right,12,0.00252532958984375,1.0
5275_left,12,0.002361297607421875,1.0
5275_right,12,0.00188446044921875,1.0
5284_left,12,0.00185394287109375,1.0
5284_right,12,0.003265380859375,1.0
5305_left,12,0.00200653076171875,1.0
5305_right,12,0.0031585693359375,1.0
5315_left,12,0.002590179443359375,1.0
5315_right,12,0.0019683837890625,1.0
5346_left,12,0.004512786865234375,1.0
5346_right,12,0.00514984130859375,1.0
5368_left,12,0.00460052490234375,1.0
5368_right,12,0.002796173095703125,1.0
5383_left,12,0.0023956298828125,1.0
5383_right,12,0.003902435302734375,1.0
5387_left,12,0.003154754638671875,1.0
5387_right,12,0.00371551513671875,1.0
5391_left,12,0.004695892333984375,1.0
5391_right,12,0.003902435302734375,1.0
5410_left,12,0.001438140869140625,1.0
5410_right,12,0.001857757568359375,1.0
5421_left,12,0.001903533935546875,1.0
5421_right,12,0.002105712890625,1.0
5430_left,12,0.004241943359375,1.0
5430_right,12,0.001865386962890625,1.0
5441_left,12,0.004199981689453125,1.0
5441_right,12,0.00235748291015625,1.0
5454_left,12,0.003597259521484375,1.0
5454_right,12,0.00151824951171875,1.0
5465_left,12,0.002002716064453125,1.0
5465_right,12,0.00220489501953125,1.0
5471_left,12,0.002132415771484375,1.0
5471_right,12,0.0045166015625,1.0
5488_left,12,0.00334930419921875,1.0
5488_right,12,0.003040313720703125,1.0
5496_left,12,0.002140045166015625,1.0
5496_right,12,0.00408172607421875,1.0
5500_left,12,0.001819610595703125,1.0
5500_right,12,0.00211334228515625,1.0
5514_left,12,0.002605438232421875,1.0
5514_right,12,0.003231048583984375,1.0
5515_left,12,0.00201416015625,1.0
5515_right,12,0.003429412841796875,1.0
5521_left,12,0.00479888916015625,1.0
5521_right,12,0.001491546630859375,1.0
5537_left,12,0.00286865234375,1.0
5537_right,12,0.003936767578125,1.0
5540_left,12,0.00374603271484375,1.0
5540_right,12,0.002017974853515625,1.0
5542_left,12,0.00331878662109375,1.0
5542_right,12,0.002655029296875,1.0
5558_left,12,0.00228118896484375,1.0
5558_right,12,0.002132415771484375,1.0
5579_left,12,0.00348663330078125,1.0
5579_right,12,0.002315521240234375,1.0
5581_left,12,0.003498077392578125,1.0
5581_right,12,0.002651214599609375,1.0
5606_left,12,0.00289154052734375,1.0
5606_right,12,0.0025787353515625,1.0
5610_left,12,0.00170135498046875,1.0
5610_right,12,0.004955291748046875,1.0
5623_left,12,0.000843048095703125,1.0
5623_right,12,0.0010223388671875,1.0
5626_left,12,0.00336456298828125,1.0
5626_right,12,0.003265380859375,1.0
5632_left,12,0.003009796142578125,1.0
5632_right,12,0.002826690673828125,1.0
5650_left,12,0.00110626220703125,1.0
5650_right,12,0.003253936767578125,1.0
5659_left,12,0.00201416015625,1.0
5659_right,12,0.002559661865234375,1.0
5685_left,12,0.00150299072265625,1.0
5685_right,12,0.00604248046875,1.0
5692_left,12,0.001811981201171875,1.0
5692_right,12,0.001804351806640625,1.0
5695_left,12,0.00286102294921875,1.0
5695_right,12,0.004100799560546875,1.0
5708_left,12,0.00304412841796875,1.0
5708_right,12,0.0030059814453125,1.0
5720_left,12,0.00215911865234375,1.0
5720_right,12,0.004337310791015625,1.0
5728_left,12,0.00185394287109375,1.0
5728_right,12,0.002918243408203125,1.0
5758_left,12,0.00397491455078125,1.0
5758_right,12,0.00189971923828125,1.0
5759_left,12,0.0030975341796875,1.0
5759_right,12,0.002170562744140625,1.0
5769_left,12,0.003322601318359375,1.0
5769_right,12,0.004009246826171875,1.0
5778_left,12,0.0041351318359375,1.0
5778_right,12,0.00390625,1.0
5789_left,12,0.0020599365234375,1.0
5789_right,12,0.003955841064453125,1.0
5790_left,12,0.004550933837890625,1.0
5790_right,12,0.00214385986328125,1.0
5793_left,12,0.0024261474609375,1.0
5793_right,12,0.003765106201171875,1.0
5803_left,12,0.003200531005859375,1.0
5803_right,12,0.00705718994140625,1.0
5817_left,12,0.0037841796875,1.0
5817_right,12,0.00293731689453125,1.0
5842_left,12,0.002605438232421875,1.0
5842_right,12,0.003551483154296875,1.0
5853_left,12,0.002655029296875,1.0
5853_right,12,0.0038299560546875,1.0
