image,num_candidate_boxes,guidance_coverage
1839_right,12,0.03740832209587097
1869_left,12,0.021025989204645157
1869_right,12,0.020587531849741936
1889_left,12,0.009267378598451614
1889_right,12,0.010403379797935486
1910_left,12,0.022919323295354843
1910_right,12,0.011340082623064518
1914_left,12,0.03511638939380646
1914_right,12,0.032306283712387085
1916_left,12,0.01715959794819355
1916_right,12,0.026267537847161293
1947_left,12,0.026965083554387093
1947_right,12,0.03513631969690323
1967_left,12,0.04474250599741936
1967_right,12,0.025310905650258064
2078_left,12,0.013751594349741936
2078_right,12,0.054049745202064514
2094_left,12,0.039421238005161285
2094_right,12,0.0320870541036129
2106_left,12,0.012735172174870968
2106_right,12,0.026845503598451614
2133_left,12,0.022520726546645164
2133_right,12,0.021544164046645164
2144_left,12,0.030074138194322586
2144_right,12,0.019571110606193542
2157_left,12,0.038006216287612915
2157_right,12,0.010224011726677418
2163_left,12,0.014947385527193546
2163_right,12,0.012655452825129032
2188_left,12,0.047512754797935486
2188_right,12,0.030393017455935478
2222_left,12,0.016840720549225807
2222_right,12,0.03726881369948387
2243_left,12,0.028539540246129036
2243_right,12,0.018873564898967743
2286_left,12,0.033282846212387085
2286_right,12,0.02216199040412903
2290_left,12,0.024593431502580643
2290_right,12,0.021305005997419357
2296_left,12,0.03643175959587097
2296_right,12,0.024752870202064514
2323_left,12,0.019870057702064514
2323_right,12,0.026686064898967743
2334_left,12,0.025988521054387093
2334_right,12,0.0415736623108387
2337_left,12,0.03232621029019356
2337_right,12,0.0302734375
2339_left,12,0.02275988459587097
2339_right,12,0.015166613273322582
2358_left,12,0.02706473134458065
2358_right,12,0.017757494002580643
2361_left,12,0.008211096748709679
2361_right,12,0.020986128598451614
2363_left,12,0.025908801704645157
2363_right,12,0.03338249400258064
2379_left,12,0.01895328424870968
2379_right,12,0.016820790246129036
2399_left,12,0.026705995202064514
2399_right,12,0.019909916445612907
2436_left,12,0.030871333554387093
2436_right,12,0.014269770123064518
2447_left,12,0.04348692670464516
2447_right,12,0.00837053544819355
2458_left,12,0.035076528787612915
2458_right,12,0.014329560101032257
2503_left,12,0.01895328424870968
2503_right,12,0.018375318497419357
2508_left,12,0.01857461780309677
2508_right,12,0.022799745202064514
2515_left,12,0.03740832209587097
2515_right,12,0.010004783049225807
2529_left,12,0.039959341287612915
2529_right,12,0.07069116830825806
2530_left,12,0.020866550505161285
2530_right,12,0.017239317297935486
2541_left,12,0.05038265138864517
2541_right,12,0.04328762739896774
2544_left,12,0.0157645083963871
2544_right,12,0.019989635795354843
2561_left,12,0.028001435101032257
2561_right,12,0.01389110367745161
2566_left,12,0.009028220549225807
2566_right,12,0.028280451893806458
2599_left,12,0.023337850347161293
2599_right,12,0.019351880997419357
2623_left,12,0.01484773587435484
2623_right,12,0.039700254797935486
2630_left,12,0.04015864059329033
2630_right,12,0.032007332891225815
2633_left,12,0.015943877398967743
2633_right,12,0.01801658235490322
2643_left,12,0.019172511994838715
2643_right,12,0.014827806502580643
2666_left,12,0.019630899652838707
2666_right,12,0.029755260795354843
2670_left,12,0.05052216351032257
2670_right,12,0.01895328424870968
2677_left,12,0.0184151791036129
2677_right,12,0.021843113005161285
2702_left,12,0.01881377585232258
2702_right,12,0.030193718150258064
2729_left,12,0.0470145083963871
2729_right,12,0.0358537957072258
2734_left,12,0.04864875599741936
2734_right,12,0.028499681502580643
2756_left,12,0.03651148080825806
2756_right,12,0.03136957809329033
2814_left,12,0.03276466950774193
2814_right,12,0.034956950694322586
2824_left,12,0.028559470549225807
2824_right,12,0.0325055792927742
2838_left,12,0.020826689898967743
2838_right,12,0.0485491082072258
2844_left,12,0.03804607689380646
2844_right,12,0.018734056502580643
2869_left,12,0.020547673106193542
2869_right,12,0.02262037619948387
2872_left,12,0.01885363459587097
2872_right,12,0.0368303582072258
2877_left,12,0.025749363005161285
2877_right,12,0.035355549305677414
2881_left,12,0.008948501199483871
2881_right,12,0.015963807702064514
2887_left,12,0.031070630997419357
2887_right,12,0.02634725719690323
2888_left,12,0.006238041911274195
2888_right,12,0.018594548106193542
2910_left,12,0.02802136540412903
2910_right,12,0.01981026865541935
2952_left,12,0.0319475457072258
2952_right,12,0.02188297174870968
2962_left,12,0.019750477746129036
2962_right,12,0.026745853945612907
2966_left,12,0.017259247601032257
2966_right,12,0.02861925959587097
2992_left,12,0.042350925505161285
2992_right,12,0.023058833554387093
3022_left,12,0.032963965088129044
3022_right,12,0.016561701893806458
3026_left,12,0.019610969349741936
3026_right,12,0.01951131969690323
3064_left,12,0.02034837380051613
3064_right,12,0.04803093150258064
3070_left,12,0.024493781849741936
3070_right,12,0.03350207209587097
3072_left,12,0.04801100119948387
3072_right,12,0.023198341950774193
3076_left,12,0.010263871401548386
3076_right,12,0.02220184914767742
3082_left,12,0.023537149652838707
3082_right,12,0.0262276791036129
3088_left,12,0.043865591287612915
3088_right,12,0.01799665205180645
3100_left,12,0.01630261540412903
3100_right,12,0.019072864204645157
3121_left,12,0.0471540167927742
3121_right,12,0.030791614204645157
3139_left,12,0.01704001985490322
3139_right,12,0.02345743030309677
3148_left,12,0.01704001985490322
3148_right,12,0.024075254797935486
3149_left,12,0.023935746401548386
3149_right,12,0.03950095549225807
3167_left,12,0.015465561300516129
3167_right,12,0.021584024652838707
3189_left,12,0.0185546875
3189_right,12,0.0359933041036129
3224_left,12,0.03944116830825806
3224_right,12,0.023317920044064522
3280_left,12,0.018773915246129036
3280_right,12,0.038823340088129044
3296_left,12,0.01881377585232258
3296_right,12,0.03109056130051613
3319_left,12,0.01442920882254839
3319_right,12,0.017637914046645164
3358_left,12,0.013034120202064514
3358_right,12,0.024075254797935486
3393_left,12,0.016242824494838715
3393_right,12,0.015385841950774193
3413_left,9,0.03722895309329033
3413_right,12,0.018335459753870964
3496_left,12,0.025569994002580643
3496_right,12,0.04127471148967743
3520_left,12,0.010722257196903229
3520_right,12,0.04364636540412903
3562_left,12,0.025310905650258064
3562_right,12,0.044682715088129044
3575_left,12,0.03531568869948387
3575_right,12,0.015864158049225807
3600_left,12,0.01981026865541935
3600_right,12,0.019650829955935478
3639_left,12,0.02383609674870968
3639_right,12,0.01983019709587097
3650_left,12,0.022082271054387093
3650_right,12,0.011898119002580643
3651_left,12,0.024653220549225807
3651_right,12,0.011399872601032257
3671_left,12,0.032306283712387085
3671_right,12,0.008928571827709675
3682_left,12,0.02471300959587097
3682_right,12,0.0322265625
3697_left,12,0.032007332891225815
3697_right,12,0.02788185514509678
3740_left,12,0.027124522253870964
3740_right,12,0.024374201893806458
3752_left,12,0.015744579955935478
3752_right,12,0.0386439748108387
3754_left,12,0.03071189485490322
3754_right,12,0.052535075694322586
3758_left,12,0.022640306502580643
3758_right,12,0.017897002398967743
3767_left,12,0.01969068869948387
3767_right,12,0.04382573440670967
3769_left,12,0.03392060101032257
3769_right,12,0.014130261726677418
3812_left,12,0.009905134327709675
3812_right,12,0.030731823295354843
3866_left,12,0.03011399880051613
3866_right,12,0.030094068497419357
3873_left,12,0.020308513194322586
3873_right,12,0.013532365672290325
3889_left,12,0.025011958554387093
3889_right,12,0.03210698440670967
3895_left,12,0.019909916445612907
3895_right,12,0.035375479608774185
3896_left,12,0.026327326893806458
3896_right,12,0.018195949494838715
3908_left,12,0.044144611805677414
3908_right,12,0.018355388194322586
3932_left,12,0.023198341950774193
3932_right,12,0.010243941098451614
3960_left,12,0.02345743030309677
3960_right,12,0.02178332209587097
3993_left,12,0.009187659248709679
3993_right,12,0.020727040246129036
4003_left,12,0.0213448666036129
4003_right,12,0.009845344349741936
4005_left,12,0.036750636994838715
4005_right,12,0.014568718150258064
4049_left,12,0.02859933115541935
4049_right,12,0.026686064898967743
4058_left,12,0.030911192297935486
4058_right,12,0.03728874400258064
4060_left,12,0.016501912847161293
4060_right,12,0.011379942297935486
4069_left,12,0.016701212152838707
4069_right,12,0.01207748707383871
4077_left,12,0.04049744829535484
4077_right,12,0.038325097411870956
4086_left,12,0.03415975719690323
4086_right,12,0.01729910634458065
4095_left,12,0.010642537847161293
4095_right,12,0.04147401079535484
4123_left,12,0.037607621401548386
4123_right,12,0.046137597411870956
4129_left,12,0.03123006969690323
4129_right,12,0.01937181130051613
4140_left,12,0.037328604608774185
4140_right,12,0.039540816098451614
4158_left,12,0.022979114204645157
4158_right,12,0.03386081010103226
4181_left,12,0.010084502398967743
4181_right,12,0.012715242803096771
4184_left,12,0.0505022332072258
4184_right,12,0.07788584381341934
4244_left,12,0.021843113005161285
4244_right,12,0.014469068497419357
4249_left,12,0.02132493630051613
4249_right,12,0.028977997601032257
4257_left,12,0.06407445669174194
4257_right,12,0.018913425505161285
4289_left,12,0.03302375599741936
4289_right,12,0.02578922174870968
4364_left,12,0.03888313099741936
4364_right,12,0.029057716950774193
4366_left,12,0.0319475457072258
4366_right,12,0.03364158049225807
4367_left,12,0.03268494829535484
4367_right,12,0.01616310514509678
4375_left,12,0.007892219349741936
4375_right,12,0.008490114472806454
4380_left,12,0.03125
4380_right,12,0.015345982275903225
4381_left,12,0.028918208554387093
4381_right,12,0.01883370615541935
4391_left,12,0.01658163219690323
4391_right,12,0.01996970735490322
4400_left,12,0.021305005997419357
4400_right,12,0.023477360606193542
4484_left,12,0.029655613005161285
4484_right,12,0.04454320669174194
4508_left,12,0.053651146590709686
4508_right,12,0.03212691470980644
4526_left,12,0.020627392455935478
4526_right,12,0.01690050959587097
4567_left,12,0.012655452825129032
4567_right,12,0.05207668989896774
4568_left,12,0.01227678544819355
4568_right,12,0.014010682702064514
4571_left,12,0.014748087152838707
4571_right,12,0.009327168576419353
4581_left,12,0.013193558901548386
4581_right,12,0.023656727746129036
4599_left,12,0.029755260795354843
4599_right,12,0.029934629797935486
4604_left,12,0.04384566470980644
4604_right,12,0.035495057702064514
4624_left,12,0.023238200694322586
4624_right,12,0.033003825694322586
4657_left,12,0.0330636166036129
4657_right,12,0.03854432329535484
4658_left,12,0.02885841764509678
4658_right,12,0.03419961780309677
4659_left,12,0.035654496401548386
4659_right,12,0.02859933115541935
4695_left,12,0.008290816098451614
4695_right,12,0.019192442297935486
4740_left,12,0.032724808901548386
4740_right,12,0.025729432702064514
4755_left,12,0.009446747601032257
4755_right,12,0.012037627398967743
4757_left,12,0.03567442670464516
4757_right,12,0.03447863459587097
4769_left,12,0.019909916445612907
4769_right,12,0.023796238005161285
4780_left,12,0.05135921388864517
4780_right,12,0.0397600457072258
4804_left,12,0.0325055792927742
4804_right,12,0.021145567297935486
4856_left,12,0.012994260527193546
4856_right,12,0.027004942297935486
4869_left,12,0.013731664977967739
4869_right,12,0.024493781849741936
4884_left,12,0.008490114472806454
4884_right,12,0.030213648453354836
4903_left,12,0.03310347720980644
4903_right,12,0.014927455224096775
4931_left,12,0.020129146054387093
4931_right,12,0.03069196455180645
4951_left,12,0.021145567297935486
4951_right,12,0.037348534911870956
4967_left,12,0.026327326893806458
4967_right,12,0.010861766524612904
4972_left,12,0.01913265325129032
4972_right,12,0.022082271054387093
4987_left,12,0.02736368030309677
4987_right,12,0.035096459090709686
4998_left,12,0.024453923106193542
4998_right,12,0.033681441098451614
5009_left,12,0.03840481489896774
5009_right,12,0.027463329955935478
5018_left,12,0.027662627398967743
5018_right,12,0.008350606076419353
5039_left,12,0.027841996401548386
5039_right,12,0.016222896054387093
5047_left,12,0.027383610606193542
5047_right,12,0.01937181130051613
5063_left,12,0.017578125
5063_right,12,0.04713408648967743
5096_left,12,0.036750636994838715
5096_right,12,0.018056441098451614
5112_left,12,0.0205078125
5112_right,12,0.025350764393806458
5140_left,12,0.015146683901548386
5140_right,12,0.015326051972806454
5149_left,12,0.022779814898967743
5149_right,12,0.01526626292616129
5153_left,12,0.028360173106193542
5153_right,12,0.022002551704645157
5156_left,12,0.025350764393806458
5156_right,12,0.02788185514509678
5185_left,12,0.01955118030309677
5185_right,12,0.014608577825129032
5200_left,12,0.014309629797935486
5200_right,12,0.03226642310619354
5205_left,12,0.017259247601032257
5205_right,12,0.02174346335232258
5250_left,12,0.013333067297935486
5250_right,12,0.04852917790412903
5255_left,12,0.04057716950774193
5255_right,12,0.02092633955180645
5257_left,12,0.013333067297935486
5257_right,12,0.01741868630051613
5274_left,12,0.03485730290412903
5274_right,12,0.019870057702064514
5275_left,12,0.019212372601032257
5275_right,12,0.014010682702064514
5284_left,12,0.018474968150258064
5284_right,12,0.041772957891225815
5305_left,12,0.011459661647677422
5305_right,12,0.022221779450774193
5315_left,12,0.022241709753870964
5315_right,12,0.014369419775903225
5346_left,12,0.04181281849741936
5346_right,12,0.041214924305677414
5368_left,12,0.032963965088129044
5368_right,12,0.02052774280309677
5383_left,12,0.01422991044819355
5383_right,12,0.030153857544064522
5387_left,12,0.02052774280309677
5387_right,12,0.03714923560619354
5391_left,12,0.04336734861135483
5391_right,12,0.0336216501891613
5410_left,12,0.015365911647677422
5410_right,12,0.017897002398967743
5421_left,12,0.018933353945612907
5421_right,12,0.02471300959587097
5430_left,12,0.020288584753870964
5430_right,12,0.012934470549225807
5441_left,12,0.027104591950774193
5441_right,12,0.018494898453354836
5454_left,12,0.030891261994838715
5454_right,12,0.012037627398967743
5465_left,12,0.019013073295354843
5465_right,12,0.02204241044819355
5471_left,12,0.018893495202064514
5471_right,12,0.0471540167927742
5488_left,12,0.023756377398967743
5488_right,12,0.02218191884458065
5496_left,12,0.01717952825129032
5496_right,12,0.025171397253870964
5500_left,12,0.01422991044819355
5500_right,12,0.019889988005161285
5514_left,12,0.021843113005161285
5514_right,12,0.030452806502580643
5515_left,12,0.02076690085232258
5515_right,12,0.03386081010103226
5521_left,12,0.04619738459587097
5521_right,12,0.012416294775903225
5537_left,12,0.02122528664767742
5537_right,12,0.032007332891225815
5540_left,12,0.049027424305677414
5540_right,12,0.019730549305677414
5542_left,12,0.025171397253870964
5542_right,12,0.014588647522032261
5558_left,12,0.026048310101032257
5558_right,12,0.01951131969690323
5579_left,12,0.029257014393806458
5579_right,12,0.01620296575129032
5581_left,12,0.023377710953354836
5581_right,12,0.017817283049225807
5606_left,12,0.024772800505161285
5606_right,12,0.0177176333963871
5610_left,12,0.013731664977967739
5610_right,12,0.0392020083963871
5623_left,12,0.008769132196903229
5623_right,12,0.009426817297935486
5626_left,12,0.024314412847161293
5626_right,12,0.02022879384458065
5632_left,12,0.028200732544064522
5632_right,12,0.01644212380051613
5650_left,12,0.00996492337435484
5650_right,12,0.027124522253870964
5659_left,12,0.014130261726677418
5659_right,12,0.024513712152838707
5685_left,12,0.009426817297935486
5685_right,12,0.0535714291036129
5692_left,12,0.01616310514509678
5692_right,12,0.015166613273322582
5695_left,12,0.020607462152838707
5695_right,12,0.02592873014509678
5708_left,12,0.02955596335232258
5708_right,12,0.030213648453354836
5720_left,12,0.01937181130051613
5720_right,12,0.032585300505161285
5728_left,12,0.011539380997419357
5728_right,12,0.0736607164144516
5758_left,12,0.027303889393806458
5758_right,12,0.012974330224096775
5759_left,12,0.024473851546645164
5759_right,12,0.01618303544819355
5769_left,12,0.03449856489896774
5769_right,12,0.03358179330825806
5778_left,12,0.0443638376891613
5778_right,12,0.050302933901548386
5789_left,12,0.0193917416036129
5789_right,12,0.032007332891225815
5790_left,12,0.050701528787612915
5790_right,12,0.015684789046645164
5793_left,12,0.023258130997419357
5793_right,12,0.04518096148967743
5803_left,12,0.023078761994838715
5803_right,12,0.0319475457072258
5817_left,12,0.028101084753870964
5817_right,12,0.026546556502580643
5842_left,12,0.01759805530309677
5842_right,12,0.022520726546645164
5853_left,12,0.027523119002580643
5853_right,12,0.037727199494838715
5869_left,12,0.040397800505161285
5869_right,12,0.029815051704645157
5891_left,12,0.014887595549225807
5891_right,12,0.024473851546645164
5902_left,12,0.03338249400258064
5902_right,12,0.018435107544064522
5924_left,12,0.014488998800516129
5924_right,12,0.019989635795354843
5944_left,12,0.0368303582072258
5944_right,12,0.02287946455180645
5947_left,12,0.016661351546645164
5947_right,12,0.023058833554387093
5949_left,12,0.06293845921754837
5949_right,12,0.03304368630051613
5962_left,12,0.020707111805677414
5962_right,12,0.02638711780309677
5992_left,12,0.01249601412564516
5992_right,12,0.025390625
5995_left,12,0.021703602746129036
5995_right,12,0.017478475347161293
6005_left,12,0.017099808901548386
6005_right,12,0.03168845549225807
6010_left,12,0.032565370202064514
6010_right,12,0.03029336780309677
6024_left,12,0.04005899280309677
6024_right,12,0.021663744002580643
6065_left,12,0.05185746029019356
6065_right,12,0.025290975347161293
6067_left,12,0.02680564485490322
6067_right,12,0.029496174305677414
6079_left,12,0.04490194469690323
6079_right,12,0.03645168989896774
6080_left,12,0.016143176704645157
6080_right,12,0.021125636994838715
6088_left,12,0.020308513194322586
6088_right,12,0.024294482544064522
6095_left,12,0.04683513939380646
6095_right,12,0.035495057702064514
6096_left,12,0.022660236805677414
6096_right,12,0.021663744002580643
6127_left,12,0.024055324494838715
6127_right,12,0.029615752398967743
6139_left,12,0.031608738005161285
6139_right,12,0.027981504797935486
6207_left,12,0.05610251799225807
6207_right,12,0.046396683901548386
6234_left,12,0.01409040205180645
6234_right,12,0.02592873014509678
6261_left,12,0.01690050959587097
6261_right,12,0.03154894709587097
6272_left,12,0.02401546575129032
6272_right,12,0.022401148453354836
6273_left,12,0.03561463579535484
6273_right,12,0.02080675959587097
6311_left,12,0.023357780650258064
6311_right,12,0.03083147294819355
6360_left,12,0.022241709753870964
6360_right,12,0.01700015924870968
6364_left,12,0.04508131369948387
6364_right,12,0.010762117803096771
6367_left,12,0.012037627398967743
6367_right,12,0.010363520123064518
6374_left,12,0.03639189898967743
6374_right,12,0.022221779450774193
6378_left,12,0.021823182702064514
6378_right,12,0.014768016524612904
6389_left,12,0.0369698666036129
6389_right,12,0.027283960953354836
6407_left,12,0.03874362260103226
6407_right,12,0.05062181130051613
6417_left,12,0.026686064898967743
6417_right,12,0.023517219349741936
6429_left,12,0.050003986805677414
6429_right,12,0.038006216287612915
6490_left,12,0.053950097411870956
6490_right,12,0.01713966764509678
6498_left,12,0.02132493630051613
6498_right,12,0.05090082809329033
6519_left,12,0.018076371401548386
6519_right,12,0.01783721335232258
6544_left,12,0.03726881369948387
6544_right,12,0.023676658049225807
6567_left,12,0.016940370202064514
6567_right,12,0.030592314898967743
6569_left,12,0.01923230290412903
6569_right,12,0.014668367803096771
6596_left,12,0.016701212152838707
6596_right,12,0.03364158049225807
6624_left,12,0.012655452825129032
6624_right,12,0.014309629797935486
6653_left,12,0.030193718150258064
6653_right,12,0.02857940085232258
6671_left,12,0.026486767455935478
6671_right,12,0.028499681502580643
6684_left,12,0.006955516524612904
6684_right,12,0.014329560101032257
6701_left,12,0.02662627585232258
6701_right,12,0.026705995202064514
6705_left,12,0.025310905650258064
6705_right,12,0.02485251985490322
6729_left,12,0.015126753598451614
6729_right,12,0.02483258955180645
6730_left,12,0.011658960022032261
6730_right,12,0.018195949494838715
6734_left,12,0.0551060251891613
6734_right,12,0.020268654450774193
6736_left,12,0.02704480290412903
6736_right,12,0.04007892310619354
6740_left,12,0.037747129797935486
6740_right,12,0.015963807702064514
6744_left,12,0.027822066098451614
6744_right,12,0.011898119002580643
6795_left,12,0.018235810101032257
6795_right,12,0.03475765138864517
6822_left,12,0.014528858475387096
6822_right,12,0.03449856489896774
6827_left,12,0.014728156849741936
6827_right,12,0.012595662847161293
6837_left,12,0.019192442297935486
6837_right,12,0.02164381369948387
6839_left,12,0.04992426559329033
6839_right,12,0.021524235606193542
6849_left,12,0.020547673106193542
6849_right,12,0.03352200239896774
6854_left,12,0.024792728945612907
6854_right,12,0.01994977705180645
6857_left,12,0.028081154450774193
6857_right,12,0.027802135795354843
6875_left,12,0.01305404957383871
6875_right,12,0.041254784911870956
6888_left,12,0.025629783049225807
6888_right,12,0.007553412113338709
6901_left,12,0.020866550505161285
6901_right,12,0.013193558901548386
6920_left,12,0.03679049760103226
6920_right,12,0.04446348920464516
6947_left,12,0.031469229608774185
6947_right,12,0.027722416445612907
6958_left,12,0.03469786420464516
6958_right,12,0.028698978945612907
6986_left,12,0.036611128598451614
6986_right,12,0.022700095549225807
7009_left,12,0.016123246401548386
7009_right,12,0.019909916445612907
7022_left,12,0.015146683901548386
7022_right,12,0.012376435101032257
7024_left,12,0.022381218150258064
7024_right,12,0.017956791445612907
7032_left,12,0.022520726546645164
7032_right,12,0.03240593150258064
7035_left,12,0.03330277279019356
7035_right,12,0.0291573666036129
7092_left,12,0.005002391524612904
7092_right,12,0.02108577825129032
7107_left,12,0.03629225119948387
7107_right,12,0.024374201893806458
7137_left,12,0.023517219349741936
7137_right,12,0.019052933901548386
7139_left,12,0.02983498014509678
7139_right,12,0.028798628598451614
7142_left,12,0.01409040205180645
7142_right,12,0.030652103945612907
7144_left,12,0.02483258955180645
7144_right,12,0.010064573027193546
7151_left,12,0.030512595549225807
7151_right,12,0.010044642724096775
7162_left,12,0.017099808901548386
7162_right,12,0.01909279264509678
7167_left,12,0.014668367803096771
7167_right,12,0.03162866830825806
7169_left,12,0.017657844349741936
7169_right,12,0.014728156849741936
7173_left,12,0.023218272253870964
7173_right,12,0.028938136994838715
